airline,origin,dest,month,day_of_week,sched_dep_hour,distance,is_weekend,is_peak_hour,is_holiday_season,temperature_f,wind_speed_mph,precipitation_in,visibility_miles,origin_congestion_index,dest_congestion_index,delay_minutes,delayed
AA,ATL,LAX,6,2,13,2576,0,0,0,61.7,14.8,0.026,7.44,0.8,0.75,0,0
AS,JFK,SEA,3,6,8,1078,1,1,0,70.2,4.9,0.028,10.0,0.9,0.5,0,0
F9,LAS,DEN,11,6,14,423,1,0,1,49.4,15.8,0.065,8.35,0.55,0.6,0,0
B6,LAS,LAX,9,6,6,1641,1,0,0,28.4,5.7,0.061,10.0,0.55,0.75,0,0
AS,ORD,MCO,8,4,21,2165,0,0,0,39.8,7.5,0.02,9.93,0.85,0.6,0,0
WN,LAX,LAS,4,5,7,2383,1,1,0,59.6,10.6,0.034,9.77,0.75,0.55,89,1
DL,LAX,SEA,3,2,13,2470,0,0,0,50.4,2.8,0.036,6.72,0.75,0.5,0,0
UA,DFW,ATL,10,3,16,1936,0,1,0,47.3,6.5,0.024,8.69,0.7,0.8,0,0
AA,LAX,MCO,1,4,10,2298,0,0,0,40.6,26.1,0.06,5.04,0.75,0.6,86,1
AS,SEA,JFK,3,3,20,1806,0,0,0,66.2,11.8,0.005,9.03,0.5,0.9,0,0
AA,DFW,LAS,6,3,16,202,0,1,0,62.5,13.8,0.011,7.91,0.7,0.55,0,0
DL,DEN,MCO,11,0,6,308,0,0,1,58.9,17.1,0.04,6.5,0.6,0.6,0,0
NK,LAS,ATL,9,0,19,1389,0,0,0,50.5,8.5,0.005,9.29,0.55,0.8,0,0
AA,ATL,SEA,7,6,18,2172,1,1,0,25.9,3.2,0.024,10.0,0.8,0.5,0,0
F9,DEN,MCO,6,5,21,1647,1,0,0,63.2,20.6,0.056,9.92,0.6,0.6,0,0
UA,LAS,ATL,1,4,20,2443,0,0,0,32.7,5.7,0.17,9.74,0.55,0.8,0,0
AS,MCO,LAX,10,1,17,2242,0,1,0,54.2,2.6,0.013,8.75,0.6,0.75,0,0
UA,DFW,LAX,10,5,20,1569,1,0,0,78.6,9.5,0.011,8.18,0.7,0.75,0,0
AA,MCO,DFW,8,0,8,1463,0,1,0,93.9,10.0,0.013,10.0,0.6,0.7,0,0
UA,DEN,SEA,4,3,16,1164,0,1,0,27.7,7.8,0.002,10.0,0.6,0.5,0,0
F9,SEA,DEN,1,5,22,1249,1,0,0,19.1,16.2,0.045,10.0,0.5,0.6,0,0
AA,LAX,SEA,9,3,17,837,0,1,0,73.2,17.3,0.021,10.0,0.75,0.5,0,0
B6,ORD,DEN,6,1,11,1180,0,0,0,18.5,6.2,0.045,9.42,0.85,0.6,0,0
NK,SFO,DEN,7,3,21,243,0,0,0,76.1,6.5,0.071,7.5,0.8,0.6,0,0
F9,DEN,DFW,9,0,11,1592,0,0,0,45.4,6.7,0.091,6.91,0.6,0.7,34,1
WN,SEA,MCO,4,1,17,2193,0,1,0,66.4,15.8,0.139,6.61,0.5,0.6,0,0
NK,SFO,LAX,7,0,11,977,0,0,0,66.8,10.2,0.03,9.63,0.8,0.75,0,0
AA,SFO,MCO,10,3,17,2445,0,1,0,39.0,5.7,0.037,8.32,0.8,0.6,49,1
AS,DFW,SFO,9,4,10,2402,0,0,0,36.3,20.1,0.078,10.0,0.7,0.8,0,0
AA,JFK,SEA,8,6,20,2026,1,0,0,52.4,10.6,0.013,9.57,0.9,0.5,57,1
F9,ATL,JFK,9,4,15,634,0,0,0,75.9,9.9,0.017,9.58,0.8,0.9,0,0
AS,DFW,JFK,3,0,5,2281,0,0,0,43.4,10.3,0.065,10.0,0.7,0.9,0,0
DL,LAX,ORD,12,1,13,1355,0,0,1,62.8,9.4,0.222,6.41,0.75,0.85,47,1
B6,SFO,MCO,6,4,19,1118,0,0,0,58.6,15.5,0.048,9.91,0.8,0.6,0,0
F9,DFW,SEA,9,3,21,1163,0,0,0,81.0,5.1,0.049,8.05,0.7,0.5,0,0
DL,SFO,LAS,7,6,11,1167,1,0,0,62.5,4.7,0.022,8.14,0.8,0.55,57,1
AA,ORD,SEA,10,2,18,298,0,1,0,56.2,10.9,0.001,8.09,0.85,0.5,0,0
AS,SFO,SEA,12,2,7,2196,0,1,1,67.9,12.1,0.009,10.0,0.8,0.5,15,1
B6,DEN,LAX,8,4,7,651,0,1,0,68.1,6.2,0.025,9.59,0.6,0.75,0,0
B6,DFW,ORD,5,1,9,2171,0,0,0,68.3,10.1,0.007,8.2,0.7,0.85,0,0
B6,JFK,ORD,7,6,10,2026,1,0,0,59.4,10.6,0.009,9.87,0.9,0.85,0,0
AS,ORD,DEN,10,1,8,1717,0,1,0,55.6,8.8,0.163,10.0,0.85,0.6,0,0
UA,MCO,JFK,1,6,15,1828,1,0,0,40.8,15.5,0.006,10.0,0.6,0.9,0,0
B6,SEA,ORD,10,1,10,2500,0,0,0,66.4,9.9,0.055,8.35,0.5,0.85,160,1
DL,LAX,SEA,6,5,9,1144,1,0,0,97.3,9.3,0.048,10.0,0.75,0.5,0,0
DL,JFK,SFO,5,2,17,2127,0,1,0,80.4,11.3,0.027,7.93,0.9,0.8,0,0
F9,ATL,SEA,4,6,5,501,1,0,0,33.8,15.5,0.073,4.2,0.8,0.5,70,1
F9,DEN,DFW,5,2,15,1855,0,0,0,64.7,9.5,0.014,5.75,0.6,0.7,79,1
F9,SEA,ATL,8,5,6,2395,1,0,0,87.6,4.3,0.09,9.05,0.5,0.8,162,1
DL,SEA,JFK,3,0,18,1061,0,1,0,48.3,7.7,0.056,10.0,0.5,0.9,0,0
F9,SFO,JFK,12,5,19,1010,1,0,1,53.5,13.3,0.002,7.43,0.8,0.9,0,0
B6,LAS,ORD,9,1,19,885,0,0,0,33.9,5.8,0.017,9.24,0.55,0.85,0,0
F9,JFK,SFO,8,3,22,1861,0,0,0,20.8,11.0,0.011,10.0,0.9,0.8,0,0
AA,DFW,LAX,4,4,14,343,0,0,0,48.5,12.1,0.049,10.0,0.7,0.75,0,0
WN,SFO,MCO,1,6,6,839,1,0,0,63.6,4.5,0.047,8.43,0.8,0.6,0,0
AS,MCO,ORD,6,6,15,1354,1,0,0,67.9,13.4,0.006,6.59,0.6,0.85,59,1
DL,SFO,LAS,11,2,7,578,0,1,1,42.7,18.9,0.075,6.84,0.8,0.55,120,1
AS,DEN,LAS,10,3,13,263,0,0,0,75.6,9.1,0.035,8.9,0.6,0.55,0,0
DL,DEN,SEA,4,0,7,333,0,1,0,40.5,4.3,0.017,8.77,0.6,0.5,0,0
DL,LAX,JFK,9,3,11,701,0,0,0,40.5,13.0,0.068,7.87,0.75,0.9,0,0
AA,ATL,DEN,3,1,12,1858,0,0,0,67.4,12.8,0.109,9.55,0.8,0.6,47,1
NK,LAS,SEA,7,0,15,1075,0,0,0,78.1,0.0,0.051,8.73,0.55,0.5,0,0
WN,SFO,ATL,9,6,14,235,1,0,0,37.9,10.3,0.105,6.29,0.8,0.8,0,0
WN,DEN,ORD,5,3,19,2465,0,0,0,87.4,2.0,0.024,10.0,0.6,0.85,0,0
UA,ORD,JFK,3,3,6,491,0,0,0,96.3,11.8,0.044,7.99,0.85,0.9,0,0
DL,LAS,JFK,5,0,12,1641,0,0,0,15.9,6.1,0.012,8.37,0.55,0.9,0,0
F9,LAX,DEN,5,3,9,1894,0,0,0,52.6,13.0,0.048,8.49,0.75,0.6,0,0
AS,SEA,LAX,5,6,12,1629,1,0,0,85.4,14.7,0.004,7.56,0.5,0.75,51,1
AA,SEA,JFK,5,3,6,1752,0,0,0,63.5,17.6,0.032,9.48,0.5,0.9,0,0
NK,SEA,MCO,1,5,22,1192,1,0,0,56.9,14.3,0.014,8.72,0.5,0.6,21,1
UA,LAX,ATL,10,5,12,2567,1,0,0,82.4,14.5,0.047,10.0,0.75,0.8,0,0
UA,JFK,LAX,1,3,18,469,0,1,0,62.6,15.9,0.017,10.0,0.9,0.75,87,1
AA,LAS,DFW,7,5,21,489,1,0,0,51.2,4.4,0.049,10.0,0.55,0.7,0,0
AA,ATL,SEA,4,4,21,761,0,0,0,38.8,9.7,0.044,9.44,0.8,0.5,0,0
F9,LAS,MCO,8,1,6,1966,0,0,0,61.1,3.9,0.043,10.0,0.55,0.6,0,0
WN,MCO,SFO,9,2,6,2082,0,0,0,62.8,12.3,0.004,9.88,0.6,0.8,0,0
AS,ORD,DEN,12,4,15,2083,0,0,1,36.2,17.6,0.027,6.56,0.85,0.6,64,1
AA,ATL,MCO,11,2,18,2351,0,1,1,34.7,11.6,0.012,10.0,0.8,0.6,50,1
F9,ATL,ORD,6,3,9,1341,0,0,0,67.6,11.1,0.013,8.49,0.8,0.85,0,0
AS,LAS,ATL,2,2,6,1966,0,0,0,40.5,6.8,0.032,9.05,0.55,0.8,0,0
WN,ATL,MCO,8,2,10,927,0,0,0,66.7,5.7,0.006,7.9,0.8,0.6,0,0
F9,JFK,DFW,12,1,16,2414,0,1,1,61.6,12.7,0.01,8.12,0.9,0.7,0,0
WN,SEA,LAX,3,5,19,506,1,0,0,64.7,4.4,0.045,7.09,0.5,0.75,117,1
DL,MCO,ATL,12,4,11,2448,0,0,1,75.1,12.5,0.021,8.88,0.6,0.8,167,1
AS,SFO,ORD,9,4,18,243,0,1,0,53.4,10.6,0.036,8.94,0.8,0.85,0,0
AS,DFW,ATL,10,3,8,258,0,1,0,39.2,12.3,0.065,7.13,0.7,0.8,173,1
UA,SEA,DEN,12,4,14,1539,0,0,1,67.8,10.2,0.026,8.44,0.5,0.6,15,1
DL,SEA,LAX,4,4,22,515,0,0,0,60.7,11.8,0.016,10.0,0.5,0.75,0,0
AA,SFO,SEA,5,3,13,2305,0,0,0,35.6,12.3,0.003,7.28,0.8,0.5,0,0
NK,DEN,ORD,7,6,20,392,1,0,0,77.9,0.0,0.025,9.69,0.6,0.85,0,0
WN,LAS,MCO,7,2,12,1007,0,0,0,37.3,2.9,0.085,6.67,0.55,0.6,0,0
DL,DFW,ATL,9,0,8,439,0,1,0,78.6,0.0,0.014,9.14,0.7,0.8,0,0
WN,DFW,ORD,3,5,7,1158,1,1,0,48.6,14.6,0.002,10.0,0.7,0.85,48,1
AS,ATL,LAX,4,1,16,364,0,1,0,79.2,14.9,0.025,10.0,0.8,0.75,0,0
F9,MCO,DFW,5,6,14,245,1,0,0,70.0,12.1,0.04,6.01,0.6,0.7,0,0
AS,MCO,SEA,3,3,16,333,0,1,0,36.8,8.0,0.004,10.0,0.6,0.5,52,1
AA,SFO,MCO,6,0,18,1608,0,1,0,71.3,11.3,0.015,9.7,0.8,0.6,18,1
AS,LAX,LAS,9,2,22,2468,0,0,0,36.1,7.9,0.035,9.95,0.75,0.55,0,0
UA,DFW,LAS,3,5,21,2542,1,0,0,54.8,22.0,0.03,9.12,0.7,0.55,0,0
NK,SEA,JFK,12,2,19,1907,0,0,1,50.9,9.1,0.004,6.93,0.5,0.9,42,1
UA,MCO,LAX,1,0,15,1677,0,0,0,82.6,12.0,0.057,10.0,0.6,0.75,0,0
F9,LAS,JFK,1,3,20,640,0,0,0,70.5,23.4,0.072,4.1,0.55,0.9,0,0
WN,LAX,ATL,1,4,17,316,0,1,0,52.4,12.2,0.004,9.96,0.75,0.8,0,0
AS,ORD,ATL,12,4,9,208,0,0,1,61.6,15.8,0.183,2.77,0.85,0.8,46,1
F9,DFW,MCO,1,2,14,2340,0,0,0,33.6,26.4,0.011,10.0,0.7,0.6,0,0
AA,LAX,LAS,7,5,18,1437,1,1,0,82.9,11.5,0.065,8.8,0.75,0.55,26,1
NK,LAS,SFO,2,4,11,2031,0,0,0,22.8,7.3,0.007,10.0,0.55,0.8,117,1
AS,JFK,LAX,4,0,17,1196,0,1,0,63.9,12.4,0.06,8.01,0.9,0.75,18,1
F9,LAX,SFO,12,3,8,1148,0,1,1,41.3,1.9,0.002,7.86,0.75,0.8,0,0
NK,DFW,LAS,6,5,8,2402,1,1,0,62.0,4.2,0.022,10.0,0.7,0.55,0,0
WN,LAS,MCO,3,3,6,1894,0,0,0,76.6,16.3,0.032,7.95,0.55,0.6,0,0
AS,DFW,ATL,2,2,14,2203,0,0,0,92.6,16.6,0.12,10.0,0.7,0.8,0,0
AS,ORD,SFO,12,0,18,2495,0,1,1,75.9,18.7,0.033,5.14,0.85,0.8,74,1
B6,MCO,SEA,2,3,12,1610,0,0,0,18.2,17.8,0.027,8.73,0.6,0.5,0,0
WN,DFW,MCO,9,3,20,507,0,0,0,32.8,12.5,0.078,8.21,0.7,0.6,0,0
AA,SEA,ORD,10,1,8,1289,0,1,0,41.7,12.8,0.145,7.15,0.5,0.85,86,1
UA,JFK,DEN,8,2,6,226,0,0,0,54.6,0.0,0.04,5.75,0.9,0.6,0,0
DL,DFW,SEA,12,4,10,2368,0,0,1,47.9,10.2,0.12,10.0,0.7,0.5,0,0
NK,SEA,ATL,3,4,5,823,0,0,0,41.3,15.7,0.018,5.46,0.5,0.8,0,0
B6,LAS,DEN,6,4,19,1334,0,0,0,31.1,11.4,0.003,9.96,0.55,0.6,0,0
F9,ATL,DFW,11,0,21,2057,0,0,1,47.0,16.8,0.06,6.2,0.8,0.7,15,1
AS,ATL,DEN,1,6,15,1950,1,0,0,93.0,13.0,0.006,7.88,0.8,0.6,0,0
DL,LAX,DFW,8,2,15,2478,0,0,0,68.2,7.9,0.066,10.0,0.75,0.7,0,0
NK,ATL,LAX,3,3,9,1265,0,0,0,73.4,1.4,0.155,7.7,0.8,0.75,62,1
B6,LAX,ATL,4,0,19,1227,0,0,0,77.1,15.8,0.041,6.1,0.75,0.8,0,0
AS,SFO,ATL,5,3,7,1632,0,1,0,71.7,22.3,0.043,10.0,0.8,0.8,45,1
F9,LAS,SFO,10,1,12,2068,0,0,0,82.9,17.5,0.092,8.45,0.55,0.8,0,0
B6,JFK,ORD,1,3,15,1179,0,0,0,46.9,9.9,0.039,7.97,0.9,0.85,15,1
DL,MCO,LAX,4,6,10,2212,1,0,0,75.9,0.6,0.111,8.78,0.6,0.75,0,0
UA,SFO,ORD,9,2,15,2171,0,0,0,66.4,17.9,0.018,9.79,0.8,0.85,15,1
B6,SEA,LAX,12,1,22,1357,0,0,1,51.5,16.9,0.1,5.04,0.5,0.75,102,1
WN,DEN,ORD,5,5,22,2372,1,0,0,65.1,9.2,0.061,8.03,0.6,0.85,171,1
WN,JFK,SEA,9,5,22,1010,1,0,0,61.6,8.6,0.037,9.51,0.9,0.5,0,0
WN,JFK,DEN,11,0,20,387,0,0,1,72.1,12.4,0.05,8.96,0.9,0.6,0,0
F9,ORD,DFW,5,6,11,812,1,0,0,55.2,7.0,0.003,8.9,0.85,0.7,0,0
DL,JFK,DEN,6,0,15,1906,0,0,0,51.1,2.5,0.069,7.78,0.9,0.6,0,0
AA,SFO,LAX,1,2,20,466,0,0,0,62.2,11.7,0.098,7.5,0.8,0.75,0,0
B6,JFK,SEA,6,5,15,427,1,0,0,47.8,16.3,0.019,2.51,0.9,0.5,39,1
B6,SFO,SEA,7,4,7,1527,0,1,0,70.3,17.7,0.105,8.66,0.8,0.5,34,1
UA,SFO,LAX,5,3,11,2483,0,0,0,77.5,3.7,0.118,5.94,0.8,0.75,0,0
B6,SFO,JFK,9,1,5,2438,0,0,0,100.7,8.6,0.014,7.52,0.8,0.9,27,1
DL,JFK,LAS,5,0,18,296,0,1,0,32.2,10.5,0.008,10.0,0.9,0.55,0,0
WN,LAX,DFW,3,4,15,612,0,0,0,51.4,6.4,0.009,4.81,0.75,0.7,15,1
DL,SEA,LAS,12,2,17,1711,0,1,1,36.5,1.7,0.02,7.53,0.5,0.55,0,0
DL,MCO,DFW,7,1,21,1045,0,0,0,90.8,10.1,0.01,9.92,0.6,0.7,0,0
DL,DFW,SEA,9,4,15,1665,0,0,0,58.6,11.4,0.07,6.68,0.7,0.5,0,0
UA,MCO,ORD,6,5,21,2197,1,0,0,57.8,13.1,0.02,6.11,0.6,0.85,179,1
WN,MCO,LAS,3,2,18,2510,0,1,0,55.5,14.0,0.007,10.0,0.6,0.55,15,1
AS,LAS,DFW,4,5,13,1125,1,0,0,67.0,13.1,0.027,10.0,0.55,0.7,67,1
F9,DFW,DEN,12,0,21,353,0,0,1,75.1,4.1,0.006,8.65,0.7,0.6,0,0
UA,ATL,JFK,10,5,6,1094,1,0,0,80.8,15.8,0.01,7.88,0.8,0.9,0,0
DL,MCO,DFW,1,5,21,2462,1,0,0,58.5,13.4,0.027,6.44,0.6,0.7,89,1
NK,DEN,DFW,7,4,19,951,0,0,0,71.4,6.5,0.041,10.0,0.6,0.7,0,0
DL,ATL,DEN,5,3,21,1150,0,0,0,53.7,11.9,0.018,9.29,0.8,0.6,0,0
UA,MCO,SFO,10,3,22,1672,0,0,0,58.4,14.9,0.047,8.06,0.6,0.8,0,0
F9,MCO,JFK,2,3,18,1026,0,1,0,58.2,18.3,0.257,8.53,0.6,0.9,47,1
AA,LAX,DFW,1,3,20,1864,0,0,0,98.0,2.7,0.058,8.61,0.75,0.7,138,1
AS,LAS,DEN,9,0,10,228,0,0,0,60.2,8.9,0.066,7.39,0.55,0.6,0,0
NK,DFW,SFO,11,0,14,513,0,0,1,38.3,11.1,0.019,6.14,0.7,0.8,0,0
UA,DFW,SEA,10,5,9,808,1,0,0,76.4,8.5,0.017,4.81,0.7,0.5,0,0
DL,LAS,DFW,9,0,14,2165,0,0,0,50.0,10.3,0.015,8.23,0.55,0.7,48,1
B6,LAX,DEN,1,5,18,998,1,1,0,49.0,13.8,0.125,9.55,0.75,0.6,61,1
NK,SFO,DEN,5,3,6,2591,0,0,0,63.5,4.6,0.066,9.24,0.8,0.6,0,0
DL,MCO,ATL,4,5,18,2231,1,1,0,55.4,12.4,0.004,8.79,0.6,0.8,0,0
AS,SEA,ORD,6,4,6,348,0,0,0,20.5,3.2,0.018,10.0,0.5,0.85,0,0
AS,DFW,SEA,12,1,22,794,0,0,1,36.6,12.2,0.042,8.42,0.7,0.5,0,0
WN,DEN,DFW,1,4,15,1493,0,0,0,29.3,6.0,0.038,10.0,0.6,0.7,0,0
DL,SEA,ATL,10,4,9,2514,0,0,0,77.4,10.3,0.029,10.0,0.5,0.8,0,0
B6,LAS,DEN,10,6,14,395,1,0,0,56.1,4.0,0.002,6.12,0.55,0.6,45,1
NK,SEA,DFW,3,5,22,375,1,0,0,78.4,14.3,0.014,10.0,0.5,0.7,0,0
WN,ORD,LAX,2,1,18,788,0,1,0,30.6,12.5,0.013,7.64,0.85,0.75,15,1
WN,DFW,LAX,10,0,9,1040,0,0,0,48.1,10.0,0.003,8.04,0.7,0.75,0,0
B6,SFO,ORD,9,3,5,1974,0,0,0,64.8,3.5,0.02,9.11,0.8,0.85,0,0
B6,DEN,LAX,1,1,19,961,0,0,0,72.1,0.0,0.065,9.63,0.6,0.75,0,0
UA,SFO,DFW,11,4,18,2287,0,1,1,49.2,2.7,0.035,7.64,0.8,0.7,35,1
WN,ATL,LAX,8,6,12,1900,1,0,0,69.2,10.4,0.085,9.43,0.8,0.75,0,0
AA,LAX,LAS,3,4,21,2137,0,0,0,72.4,18.4,0.027,10.0,0.75,0.55,53,1
F9,JFK,ORD,5,4,11,1173,0,0,0,98.5,2.5,0.058,7.26,0.9,0.85,0,0
B6,SFO,LAS,4,3,11,2564,0,0,0,58.9,9.3,0.019,8.86,0.8,0.55,0,0
WN,DFW,MCO,7,5,5,2170,1,0,0,62.6,14.0,0.025,8.93,0.7,0.6,78,1
B6,MCO,SFO,6,2,5,1418,0,0,0,77.8,6.7,0.007,9.5,0.6,0.8,0,0
UA,SEA,JFK,3,3,9,2391,0,0,0,74.2,5.9,0.029,6.12,0.5,0.9,0,0
F9,JFK,LAS,11,2,14,2134,0,0,1,38.0,7.2,0.019,6.88,0.9,0.55,107,1
DL,SFO,LAX,6,2,9,1007,0,0,0,76.6,12.9,0.001,10.0,0.8,0.75,0,0
AS,LAS,DEN,7,2,17,1177,0,1,0,70.3,16.5,0.006,10.0,0.55,0.6,0,0
NK,ATL,MCO,1,4,14,2430,0,0,0,65.7,9.0,0.017,10.0,0.8,0.6,15,1
F9,ATL,ORD,10,2,9,1884,0,0,0,72.2,6.2,0.017,10.0,0.8,0.85,0,0
AA,LAS,DFW,6,4,11,839,0,0,0,47.4,6.3,0.169,6.07,0.55,0.7,24,1
WN,JFK,ATL,10,4,15,2198,0,0,0,55.1,14.6,0.021,10.0,0.9,0.8,0,0
WN,ORD,LAX,7,2,18,2123,0,1,0,38.1,7.4,0.032,8.24,0.85,0.75,77,1
F9,DFW,LAS,5,4,17,2076,0,1,0,52.5,11.9,0.008,7.49,0.7,0.55,0,0
DL,ATL,LAS,2,0,8,1027,0,1,0,68.1,11.5,0.025,6.73,0.8,0.55,26,1
AS,MCO,DEN,1,6,15,1350,1,0,0,48.7,11.6,0.131,6.27,0.6,0.6,0,0
NK,SFO,LAS,3,4,13,2024,0,0,0,58.3,9.1,0.019,9.3,0.8,0.55,0,0
F9,MCO,LAX,9,0,21,1586,0,0,0,30.6,8.5,0.006,8.02,0.6,0.75,0,0
AA,LAX,DFW,11,1,18,839,0,1,1,65.5,0.4,0.026,8.13,0.75,0.7,0,0
AA,ORD,DEN,2,6,7,1697,1,1,0,43.0,19.7,0.013,8.25,0.85,0.6,27,1
AA,SEA,ORD,3,3,22,1806,0,0,0,50.1,9.0,0.088,9.08,0.5,0.85,24,1
F9,LAS,LAX,2,5,17,625,1,1,0,64.6,8.5,0.009,4.21,0.55,0.75,29,1
WN,DFW,ATL,9,4,19,1094,0,0,0,55.7,2.7,0.019,8.15,0.7,0.8,0,0
AS,DEN,SFO,7,6,7,289,1,1,0,-3.0,9.8,0.021,7.97,0.6,0.8,40,1
AA,DEN,LAS,6,6,8,1099,1,1,0,23.4,9.7,0.093,10.0,0.6,0.55,74,1
AS,LAS,DEN,8,3,7,1374,0,1,0,41.0,14.4,0.028,10.0,0.55,0.6,60,1
UA,MCO,LAX,3,3,22,826,0,0,0,56.5,12.0,0.005,8.28,0.6,0.75,0,0
NK,LAX,ORD,1,2,22,1138,0,0,0,45.6,13.3,0.035,6.86,0.75,0.85,0,0
F9,SEA,SFO,10,3,20,2140,0,0,0,93.1,14.1,0.052,9.12,0.5,0.8,0,0
NK,SFO,SEA,9,4,22,1517,0,0,0,49.4,8.7,0.008,10.0,0.8,0.5,0,0
AS,ATL,JFK,5,3,8,1849,0,1,0,78.3,7.0,0.135,10.0,0.8,0.9,40,1
UA,DEN,LAX,7,1,21,963,0,0,0,70.0,7.9,0.024,10.0,0.6,0.75,95,1
UA,DEN,JFK,6,4,8,754,0,1,0,70.5,11.2,0.022,9.32,0.6,0.9,30,1
B6,DEN,ATL,5,4,13,396,0,0,0,52.6,12.8,0.053,9.77,0.6,0.8,0,0
UA,MCO,DFW,1,5,11,2306,1,0,0,57.9,14.5,0.027,10.0,0.6,0.7,25,1
UA,LAX,ATL,11,1,22,322,0,0,1,49.3,5.8,0.045,10.0,0.75,0.8,0,0
UA,DEN,LAX,5,1,19,1236,0,0,0,77.5,8.9,0.013,7.8,0.6,0.75,0,0
AS,LAS,ORD,8,2,15,851,0,0,0,59.3,3.6,0.114,9.69,0.55,0.85,0,0
UA,MCO,SEA,10,0,6,1931,0,0,0,38.7,0.0,0.084,8.5,0.6,0.5,0,0
UA,SFO,LAS,8,6,13,692,1,0,0,50.0,11.3,0.146,9.15,0.8,0.55,0,0
B6,LAX,JFK,8,4,8,241,0,1,0,55.5,8.9,0.001,5.75,0.75,0.9,73,1
WN,ATL,MCO,8,4,10,847,0,0,0,59.6,1.7,0.0,5.25,0.8,0.6,0,0
UA,ATL,DFW,5,6,13,2218,1,0,0,58.5,0.3,0.006,7.28,0.8,0.7,0,0
NK,LAS,SFO,5,3,22,334,0,0,0,52.1,16.1,0.073,8.93,0.55,0.8,0,0
F9,ORD,MCO,4,2,20,1827,0,0,0,76.2,7.4,0.007,8.27,0.85,0.6,0,0
AA,DEN,LAS,3,5,11,566,1,0,0,38.6,0.0,0.093,8.19,0.6,0.55,0,0
F9,ORD,SEA,2,2,11,2164,0,0,0,53.8,18.3,0.048,10.0,0.85,0.5,60,1
AS,DEN,DFW,4,5,15,2282,1,0,0,76.2,1.6,0.006,10.0,0.6,0.7,0,0
NK,LAS,DFW,10,6,10,916,1,0,0,81.6,8.6,0.001,5.43,0.55,0.7,35,1
AS,ATL,DEN,12,0,14,2031,0,0,1,80.0,15.0,0.026,9.0,0.8,0.6,0,0
WN,DEN,SFO,10,5,6,1636,1,0,0,40.8,14.0,0.003,8.08,0.6,0.8,0,0
NK,DEN,SEA,11,2,11,234,0,0,1,66.2,5.2,0.059,8.85,0.6,0.5,0,0
B6,SFO,MCO,8,4,21,1496,0,0,0,62.1,17.0,0.075,4.02,0.8,0.6,115,1
WN,LAS,ORD,2,3,6,860,0,0,0,47.0,4.0,0.103,8.66,0.55,0.85,0,0
NK,DFW,DEN,10,1,16,835,0,1,0,77.5,17.2,0.063,10.0,0.7,0.6,109,1
F9,SFO,JFK,6,1,15,2253,0,0,0,58.3,15.6,0.006,8.96,0.8,0.9,0,0
UA,ORD,MCO,8,3,12,1361,0,0,0,61.2,8.0,0.042,8.17,0.85,0.6,25,1
DL,DEN,DFW,3,1,22,1365,0,0,0,52.2,11.7,0.043,10.0,0.6,0.7,0,0
B6,JFK,DEN,9,6,9,693,1,0,0,59.3,9.4,0.1,8.32,0.9,0.6,53,1
F9,DFW,ORD,10,3,22,403,0,0,0,85.9,7.0,0.007,10.0,0.7,0.85,0,0
UA,MCO,SEA,5,5,16,788,1,1,0,59.8,9.1,0.049,7.01,0.6,0.5,0,0
B6,DEN,DFW,10,1,13,2338,0,0,0,61.9,11.6,0.003,10.0,0.6,0.7,33,1
AS,MCO,SFO,9,2,10,572,0,0,0,77.4,6.5,0.005,8.16,0.6,0.8,0,0
WN,JFK,ATL,10,4,9,889,0,0,0,75.1,11.0,0.341,3.72,0.9,0.8,25,1
B6,SEA,DEN,12,4,16,1336,0,1,1,52.2,11.3,0.06,7.22,0.5,0.6,0,0
B6,MCO,SEA,5,2,10,2200,0,0,0,53.1,15.7,0.036,10.0,0.6,0.5,0,0
DL,SFO,MCO,12,0,13,1126,0,0,1,41.7,12.0,0.025,9.86,0.8,0.6,75,1
WN,ORD,JFK,8,5,22,1683,1,0,0,48.0,16.2,0.019,5.99,0.85,0.9,0,0
F9,JFK,SEA,2,3,15,2413,0,0,0,47.3,5.2,0.051,9.88,0.9,0.5,0,0
WN,DEN,DFW,2,2,16,1307,0,1,0,50.4,16.8,0.022,10.0,0.6,0.7,0,0
NK,LAX,ORD,4,2,19,559,0,0,0,29.9,10.7,0.01,6.17,0.75,0.85,0,0
WN,LAX,LAS,10,4,22,1727,0,0,0,47.8,7.5,0.06,6.96,0.75,0.55,71,1
AA,LAX,ORD,10,5,18,1313,1,1,0,47.7,16.7,0.021,8.06,0.75,0.85,0,0
F9,SFO,ATL,3,4,20,1657,0,0,0,61.2,11.3,0.092,8.49,0.8,0.8,0,0
AA,ATL,SEA,12,3,10,2276,0,0,1,63.1,16.3,0.029,10.0,0.8,0.5,0,0
F9,ORD,DFW,2,3,6,1015,0,0,0,67.1,11.8,0.082,10.0,0.85,0.7,0,0
DL,LAS,ORD,10,6,9,1353,1,0,0,73.9,6.4,0.024,9.31,0.55,0.85,0,0
DL,JFK,LAX,6,4,15,739,0,0,0,43.0,19.2,0.086,7.64,0.9,0.75,122,1
AA,DFW,LAS,9,3,18,436,0,1,0,52.3,11.6,0.069,8.92,0.7,0.55,81,1
B6,ORD,LAX,6,6,8,1573,1,1,0,58.4,7.3,0.049,5.03,0.85,0.75,0,0
AS,DEN,DFW,2,2,11,1382,0,0,0,46.6,7.6,0.037,8.97,0.6,0.7,0,0
